Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
626,1.16265,-0.0591,0.625173,0.946211,-0.82545,-0.91322,-0.05148,-0.10571,0.591473,-0.17549,-0.54259,0.047161,-1.09775,0.156008,-0.12105,-0.32736,0.208899,-0.69167,0.094849,-0.14677,-0.20789,-0.52048,0.044754,0.729893,0.367855,0.249399,-0.03299,0.018235,30.5,0
628,1.140247,0.020035,-0.27189,0.727194,0.430336,0.497869,0.033986,0.153375,-0.10136,0.137862,0.364046,0.208551,-0.58971,0.69436,0.639363,0.332865,-0.78162,0.371656,-0.01121,-0.06627,0.053309,0.054195,-0.26341,-1.15327,0.698028,-0.24691,0.010566,0.002426,56,0
629,-0.66766,1.343777,1.31346,0.520482,-0.22513,-0.81607,0.433279,0.318095,-0.76112,-0.70228,-0.58308,0.26618,0.320698,0.492823,0.753647,0.233524,-0.31122,-0.16026,-0.12907,-0.17229,-0.10545,-0.46896,-0.01104,0.331322,-0.06425,-0.67013,-0.04644,0.008504,4,0
630,-1.15712,-0.56369,1.055271,-1.86212,-0.28473,0.608972,1.067631,-0.1135,-0.93529,0.279951,0.495434,-0.50619,-0.57347,-0.57342,-1.52075,0.785405,0.086938,-1.34868,0.446478,0.232082,0.060346,0.467021,-0.06666,-0.65324,0.481579,-0.26375,0.095687,-0.11042,223.25,0
630,1.315818,0.407945,-0.02387,0.486155,0.131546,-0.56752,0.140781,-0.21014,-0.06997,-0.31256,-0.63685,0.519825,1.429554,-0.54809,1.039442,0.673845,-0.37086,-0.15486,0.110833,0.01454,-0.33054,-0.89811,0.012714,-0.46675,0.363822,0.142918,-0.0173,0.024611,1.98,0
630,-0.98672,1.193046,0.687745,-0.59393,-0.5574,0.840299,-0.97562,-3.85149,0.179958,-0.30326,1.308539,1.431413,-0.23405,0.390704,-0.68149,0.080044,0.007122,-0.64967,-0.58786,-1.03404,3.625911,-1.75593,0.13206,0.002331,0.69559,0.429103,0.305583,0.192043,79,0
631,-1.05893,0.114078,1.485337,0.534704,0.754275,-0.49641,0.580912,0.143711,-0.07936,-0.74137,-0.96824,-0.25037,-1.2117,0.161283,-0.60652,-0.55164,0.088074,-0.71617,-0.86283,-0.01456,0.067737,0.056591,0.032287,0.035178,0.098192,-0.48921,0.090101,0.137386,57.64,0
631,-5.27395,4.621149,-2.88449,0.025741,-3.28833,-1.59268,-2.57136,3.877662,-0.2886,-0.05258,-1.45855,1.116027,0.068984,1.977296,0.741702,1.359434,1.486867,0.147129,-0.3767,0.100176,-0.13858,-1.03251,0.488917,0.286111,0.428525,0.128458,-0.02652,-0.01017,16.98,0
631,-2.44059,1.763685,0.661409,-0.78678,-0.21365,0.516542,-1.28472,-3.26888,-0.06949,-0.37788,1.03241,1.437453,-0.17945,0.555707,-0.85286,0.064088,0.217795,-0.46039,-0.3662,-1.03104,3.712175,-1.4904,0.353353,-0.01316,-0.23313,0.3398,0.460289,0.035094,1,0
633,-0.28299,0.738037,1.297736,-0.06165,0.377362,0.161383,0.681203,-0.05792,-0.1382,-0.74096,-1.59129,0.64269,1.620179,-0.6754,-0.70325,-0.23516,-0.34305,-0.26558,0.758359,0.115313,-0.05222,0.109601,-0.34309,-0.54576,0.29595,0.56082,0.030819,0.043547,24.99,0
633,-0.74169,0.310544,1.957792,-1.81196,-0.65704,-0.98699,0.295238,-0.00261,-1.19243,0.026261,-0.55507,-1.35321,-0.87479,-0.16316,0.312425,1.41247,0.059742,-1.37711,0.096389,0.216057,-0.09149,-0.45407,-0.09762,0.324648,0.287724,-0.54397,0.255475,0.125235,29.35,0
634,1.092046,-0.2576,0.327828,0.709777,-0.49934,-0.20821,-0.12464,0.078494,0.390249,-0.01991,0.548087,0.459032,-1.17682,0.345133,-0.75662,0.071108,-0.27305,0.039987,0.620957,-0.04457,-0.17757,-0.55792,-0.08204,0.00197,0.407333,0.269729,-0.04556,0.007649,68.7,0
634,1.141856,0.30058,0.38483,1.205331,-0.08035,-0.37953,0.159984,-0.12928,-0.18063,-0.02135,-0.01509,0.819836,1.084137,0.151133,1.07497,-0.1901,-0.2534,-0.64437,-0.8492,-0.05375,0.125769,0.441861,-0.11524,0.108155,0.626989,-0.25707,0.036891,0.025329,29.9,0
636,-1.53828,0.651405,1.262789,-0.09037,1.036411,-0.96084,-0.94421,-2.7043,0.642587,0.035965,-0.845,0.526265,-0.12423,-0.32994,-0.89425,-0.22578,-0.14131,-0.71947,-0.37536,-0.9048,2.100201,-1.04971,-1.19111,0.472668,-0.95994,-0.05025,0.099861,0.077029,32.51,0
636,0.95843,-0.29704,0.395138,0.532289,0.237415,1.644748,-0.47359,0.641025,0.280227,-0.20795,1.884223,1.200012,-0.82631,0.378758,0.250852,-1.31886,1.021241,-2.07932,-1.0449,-0.23992,-0.05449,0.058435,0.115606,-0.99012,0.079885,0.379766,0.036815,-0.00941,29.48,0
636,0.962157,0.660079,-0.17964,0.733512,0.630849,0.223539,0.277339,0.008185,-0.38177,0.282265,0.276455,1.150076,1.769234,0.009495,0.245293,0.499734,-1.19325,0.761217,0.877024,0.005548,0.037153,0.229552,0.067054,-1.02349,-0.63275,-0.5013,0.002116,-0.13929,2.5,0
636,-0.22031,1.371503,0.039843,0.607252,0.524369,-0.52081,1.274831,-0.3552,-0.32118,1.16333,1.094354,0.727017,0.43324,0.215504,0.001194,-0.39492,-0.67573,0.362341,0.737418,0.404105,0.045557,0.68899,-0.04179,0.022218,-0.59718,-0.43122,0.51428,0.100229,37.99,0
637,-3.08851,-3.18237,1.411865,1.927727,2.843954,-1.53337,-0.25411,-0.23048,0.255049,0.656886,0.507933,-0.08003,-1.30703,-0.06099,-0.49529,-0.5223,-0.35104,0.537197,1.47535,-0.21067,-0.22616,0.383601,2.155448,-0.05086,0.322104,-0.31108,-0.02897,-0.38308,4.88,0
638,-0.9312,1.227638,2.084123,1.379637,0.188803,-0.85708,1.253347,-1.08697,-0.05216,1.362395,0.590961,-0.2494,-0.2063,-0.37103,1.847847,-1.05351,0.074119,-0.63891,1.550089,0.107636,-0.46686,-1.08893,0.017386,0.85761,-0.19997,-0.76982,-1.39378,-0.59488,5.26,0
638,1.161981,-0.67745,1.240939,1.053263,-1.18449,0.661773,-0.90579,0.24713,0.148525,0.375713,-1.28141,0.857101,0.349098,-0.95612,-1.88937,-2.66439,1.012705,-0.04658,-0.5937,-0.56365,-0.7648,-1.27495,0.149593,0.04767,0.320747,-0.51075,0.116557,0.036837,25.98,0
639,1.13488,-0.21424,0.528744,1.328837,-0.42647,0.26976,-0.2949,0.095271,1.057808,-0.27468,-1.88587,0.093055,-0.48643,-0.3678,-0.80033,-0.29749,-0.10266,-0.09388,0.461431,-0.07302,-0.14399,-0.19335,-0.24225,-0.42812,0.773458,-0.25511,0.045278,0.024597,54.8,0
640,-2.22652,1.361693,2.02526,0.823238,0.244459,0.599506,2.650073,-2.4468,2.269755,3.621816,0.419649,-1.1392,-1.47709,-2.14699,0.805907,-2.07426,-0.16504,-1.04757,0.751404,-0.00522,-0.27207,0.362397,-0.47191,0.406797,-0.31186,-0.65695,-3.52528,-1.31489,125.86,0
642,-3.05553,-0.55734,2.144689,3.289656,0.273454,1.473169,-0.42304,0.765013,-0.42132,1.19638,1.173725,0.913012,0.274182,-0.46102,-0.12536,-0.67008,0.726382,-0.53068,0.917471,-0.32589,-0.34827,0.302615,1.007227,-0.26505,0.277047,0.267188,0.141052,0.097155,75.93,0
643,-2.82952,-3.02738,1.260681,-0.46706,0.192918,-1.29154,1.646201,-0.47509,-1.90982,-0.218,-0.36533,0.151756,1.412842,-0.16493,0.228741,-1.19303,-0.46154,0.674943,-1.28499,1.434089,-0.349,-2.09251,1.729995,0.254757,0.305875,-0.15666,-0.4396,-0.0762,589.21,0
643,-1.74094,0.328033,1.351311,-1.84399,-0.99386,0.377589,-1.15317,1.259231,-1.50441,-0.19253,1.442485,0.666775,0.954289,0.085076,0.149902,1.445272,0.404312,-1.1945,-0.7874,-0.00653,0.634699,1.564409,-0.11007,-0.22254,0.023704,-0.15235,0.034025,-0.06034,13.99,0
646,-0.91685,1.471812,0.742995,-0.13108,0.518566,0.772582,-0.34226,-2.2487,-0.57463,0.078703,0.112327,0.469908,0.412141,0.393193,0.486869,0.536174,-0.73034,0.697269,1.447991,-0.40246,2.114718,-1.31199,0.155953,-1.07077,-0.45487,0.186908,0.227996,0.152385,1.79,0
646,1.042004,-0.90556,0.271573,-0.2269,-0.29918,1.414216,-0.79335,0.476655,1.19042,-0.34644,-0.57881,0.28377,-0.74812,-0.22325,-0.50855,0.345831,-0.39926,0.108096,1.020847,0.112996,-0.21492,-0.63697,-0.19809,-1.64406,0.193481,1.053445,-0.04947,-0.00029,114.34,0
646,-0.7486,-0.24276,2.44513,0.730348,-1.73524,0.437159,0.243511,0.14639,-1.11718,0.28419,-1.17341,-1.01346,-0.6679,-0.21427,0.96616,-1.62564,0.299215,2.053962,-0.09445,0.046591,-0.07546,0.014087,0.196439,0.327552,0.225984,-0.06327,0.085496,0.109685,204,0
646,-0.69138,0.348838,1.792883,-0.1781,1.057957,1.780065,0.520891,0.208006,0.11116,0.003182,1.939922,0.760465,-0.83573,-0.24588,0.102825,-1.62042,0.810596,-1.99528,-0.84804,-0.14502,-0.06979,0.333184,0.000205,-1.00883,-0.42574,0.262964,-0.4921,-0.42353,1.18,0
647,1.204091,0.212924,0.081716,0.536409,-0.16946,-0.83983,0.266365,-0.18616,-0.415,0.132272,1.440767,1.05927,0.281131,0.55085,0.057284,0.184216,-0.55686,-0.02683,0.169877,-0.04054,0.009099,-0.0029,-0.09317,0.375071,0.543603,0.347177,-0.05709,-0.00025,23.43,0
647,1.189563,0.229975,0.625193,0.552512,-0.47036,-0.76685,0.017707,-0.111,-0.32952,0.080094,1.778376,1.477016,0.856472,0.318321,0.244876,0.409575,-0.63699,-0.19321,0.086817,-0.03183,-0.18035,-0.54401,0.135022,0.548809,0.179782,0.061484,-0.02965,0.013586,8.99,0
647,-0.24675,0.578951,1.700044,0.040057,0.307164,-0.24781,0.996284,-0.4567,0.405609,-0.08678,-1.2381,-0.68424,-0.99977,-0.47237,-0.21695,-0.37378,-0.2913,-0.32798,0.588183,0.014913,-0.28554,-0.41184,-0.27147,-0.11245,-0.04197,0.192734,-0.42919,-0.40705,18.56,0
648,-0.86961,0.337734,2.047889,1.120335,0.931804,0.265477,0.832819,-0.56535,-0.07671,0.907366,1.567061,0.609842,-0.0642,-0.45111,0.19314,-0.96987,-0.15326,-0.26013,0.987744,0.056355,-0.17799,0.125181,-0.26357,0.02219,-0.41483,-0.51749,-0.70933,-0.40695,28.14,0
648,1.258778,-0.05931,0.314052,-0.11107,-0.50301,-0.70409,-0.15647,-0.05154,0.369292,-0.21018,-0.13385,-0.13105,-0.72007,0.423255,1.475942,0.000962,0.020428,-0.84883,-0.28128,-0.15606,-0.09273,-0.2495,0.086934,0.124848,0.141429,0.992693,-0.07226,-0.00174,0.77,0
649,1.295841,-0.16553,-0.86712,-0.52487,1.815713,3.450555,-0.7946,0.880087,0.169386,-0.00536,-0.12575,0.029257,0.10245,0.250417,1.345574,0.739337,-0.97552,0.322807,0.058662,0.029423,-0.04484,-0.24253,-0.03772,1.033541,0.497012,0.362129,-0.01345,0.01313,4.52,0
649,1.209147,-0.18208,0.314686,1.240419,0.012724,1.054806,-0.49937,0.337473,1.168549,-0.21574,-2.3326,-0.50567,-1.30372,-0.20935,-0.45426,-0.34825,0.00658,-0.26733,0.280029,-0.23219,-0.19033,-0.24071,-0.23094,-1.32879,0.754417,-0.16726,0.061824,0.006263,12,0
650,-0.44073,1.032815,1.367832,-0.05519,0.156301,-0.30104,0.539671,0.203222,-0.66062,-0.38665,1.875772,0.715428,-0.10763,-0.17522,0.439723,0.231663,0.114661,-0.14754,-0.23647,0.083396,-0.17148,-0.43169,0.031401,0.170349,-0.29309,0.071746,0.257613,0.086598,4.95,0
651,-1.77083,0.034438,2.298969,1.34637,-0.14811,0.070059,-0.64682,0.515477,0.252558,-0.18681,-0.70129,-0.39029,-0.9307,0.029098,1.469211,-0.42432,0.407543,0.050973,0.492943,-0.02217,0.098007,0.253605,-0.31775,0.07838,0.027607,-0.24643,-0.44748,-0.11431,1,0
651,-0.61852,0.713333,2.162786,4.861129,0.802697,0.161066,-0.12017,0.114415,-1.74601,1.296162,-0.92374,0.260685,1.283263,-0.35488,-0.31124,-0.6101,0.498638,-0.22609,1.286695,0.421457,0.124022,0.432932,0.008915,0.429124,-0.41362,0.330706,0.187837,0.191494,4.2,0
651,-1.01926,1.099495,1.444093,-0.63152,0.132875,-0.39545,0.588347,0.19613,-0.25079,0.070198,1.5362,0.548463,-0.70241,0.35831,0.022674,0.273422,-0.54393,-0.39731,-0.82463,0.0497,-0.12326,-0.32689,0.069919,0.180392,-0.52185,-0.09217,0.299794,0.260921,4.99,0
654,-0.83357,0.606174,-0.05133,-2.09145,0.968764,-0.03022,0.887288,0.099009,0.834622,-1.03122,0.765432,0.719154,-0.59802,0.566649,1.627265,-2.12453,0.896535,-2.17793,-1.72012,-0.37523,0.320782,1.239559,0.192074,-0.62102,-0.84358,-0.83569,0.164384,0.274361,9.9,0
654,-0.87815,-0.22512,1.928062,-2.62167,0.051866,-0.12721,-0.27868,0.464785,0.956588,-1.62977,1.609406,0.687278,-1.08475,0.366927,1.339325,-0.30249,-0.2056,0.00822,-0.44071,-0.12224,0.237521,0.618994,-0.07614,-0.27521,-0.32306,-0.18081,0.12157,0.106821,0.05,0
654,-1.50301,-1.38619,2.339168,1.714979,1.666073,0.241151,-1.0175,0.439214,0.63564,-0.12039,0.256974,1.350442,-0.12053,-0.76609,-2.20747,-1.35909,0.563585,-0.47832,1.407623,0.491067,-0.16142,-0.34942,0.281749,-0.30005,-0.44674,-0.54148,0.020377,-0.0295,15.79,0
654,1.239994,0.68784,-0.23133,1.309509,0.050955,-1.19185,0.314967,-0.25943,-0.12149,-0.5735,0.086754,0.085684,0.232811,-1.10501,1.029949,0.491604,0.658255,0.433462,-0.58488,-0.0887,-0.04892,-0.05701,-0.12234,0.284169,0.700277,-0.32847,0.033619,0.051824,1,0
655,-1.49411,0.39231,1.661338,-2.45751,-0.67128,0.135035,-0.37413,0.877051,0.80017,-1.55725,1.571819,0.769012,-0.98876,0.605411,1.632905,-0.33622,0.127688,0.075994,-0.00398,-0.13737,0.166435,0.515325,0.015213,-0.27574,0.178701,-0.02101,0.104917,0.022943,24.9,0
656,-1.78983,-5.83577,-1.47279,-0.85116,-2.43388,0.401415,1.354543,-0.28828,2.426889,-2.3953,-0.92976,0.543359,-0.13598,0.293957,2.237263,-0.67802,0.046163,0.632892,0.460679,3.116559,1.081404,-0.17823,-1.63591,-0.64565,0.11293,-0.72672,-0.18481,0.296762,1602.99,0
656,1.184321,0.203604,0.380185,0.642173,-0.52169,-0.88924,-0.07966,-0.00684,-0.06933,-0.08397,1.619985,0.384612,-1.03324,0.149814,0.504634,0.670114,-0.11677,0.271245,0.019917,-0.13464,-0.23129,-0.77721,0.149367,0.464587,0.117641,0.067403,-0.03544,0.021512,8.99,0
656,-0.3389,0.817547,1.921942,1.085573,-0.05812,0.0247,0.383635,0.037278,0.007801,0.274353,-0.49317,-1.057,-1.54943,0.240776,1.910002,-0.43037,0.057482,0.184299,0.144358,0.138662,0.168002,0.800146,-0.19451,0.054869,-0.30758,-0.15446,0.267117,-0.01412,7.04,0
656,-2.25941,0.593685,0.414723,-0.69941,-0.53019,0.346837,0.999588,0.413364,-0.03319,-0.15485,0.967208,1.178728,0.523261,0.025726,-0.67878,0.136172,-0.35892,-0.49821,-0.16447,-0.18651,-0.2642,-0.13572,0.217771,-0.24713,-0.14445,0.268274,-0.22878,-0.48095,158,0
657,-3.01586,0.721316,0.12619,-0.62719,0.037821,-0.35435,-0.32222,0.976949,0.076279,0.082528,0.82529,1.456163,0.578313,0.328961,-0.69825,0.177993,-0.15357,-0.50666,-0.2176,-0.03352,-0.18761,-0.29226,-0.35711,-0.22833,-0.22831,0.24556,-0.36809,-0.40609,1,0
658,-0.17346,0.916957,0.843567,0.080854,0.658335,0.076302,0.478398,0.114738,-0.70874,-0.32482,0.36368,-0.05592,-0.15502,-0.09861,0.628791,0.663207,-0.41123,0.903872,1.33821,0.077105,-0.18669,-0.595,-0.09779,-0.88654,-0.62311,0.144282,0.128398,0.152209,1.78,0
659,-0.90729,1.385634,0.398077,-0.69961,1.115697,0.779935,0.671192,0.135122,0.187291,0.753076,0.314589,0.037277,0.245187,-0.71935,0.654669,0.649585,-0.72106,0.401465,0.405586,0.597435,-0.44287,-0.82501,-0.21371,-1.77433,0.095898,0.176816,0.403773,0.045709,8.9,0
659,0.935577,-0.70915,1.136827,0.360607,-1.23798,-0.05255,-0.54878,0.11861,1.099565,-0.56029,-0.20416,1.008725,0.360219,-0.57116,-0.10968,-0.5142,0.519383,-1.2266,-0.05324,0.129938,-0.11387,-0.2594,0.049118,0.504765,-0.00486,0.938563,-0.03447,0.0342,117.28,0
660,1.296354,-0.28377,-0.32134,-1.82502,0.071594,-0.06555,-0.12564,-0.01647,0.874949,-0.94668,1.088906,1.662002,1.275058,0.25634,1.19343,-0.34536,-0.55933,0.083069,1.050205,0.026844,-0.01803,0.108383,-0.18279,-0.94639,0.601497,0.025061,0.016958,-0.00625,15,0
661,0.944905,-0.27969,0.685834,1.604165,-0.72088,-0.16147,-0.13189,0.104026,0.702421,-0.17145,-0.56945,-0.02544,-1.47968,0.175092,-0.05108,-0.69123,0.467248,-0.77292,-0.5386,-0.0992,0.0087,0.034442,-0.09679,0.398056,0.508489,-0.29485,0.031085,0.036392,99,0
663,-0.11595,0.757044,1.733746,0.270059,-0.51737,-0.60583,0.35148,-0.13542,-0.51331,-0.24493,-0.13276,0.176756,0.870133,0.019896,1.874171,-0.36838,0.217917,-0.11608,1.810186,0.281712,-0.00316,0.058368,0.006639,0.469378,-0.70594,1.087215,0.088764,0.13878,19.54,0
664,-2.80143,-0.19153,2.406736,1.221994,0.615015,0.605587,0.217909,-2.55186,1.624516,1.438098,-1.01249,-0.2287,-0.04892,-1.69889,0.136143,-0.61226,-0.34616,-0.09928,1.218757,-1.06175,0.804909,-0.55661,0.057194,-0.11775,0.422296,-0.37382,-0.70643,-0.50618,60,0
665,1.270835,-0.83949,0.407857,-0.38828,-1.27981,-0.82987,-0.54967,-0.11653,-0.26482,0.497761,-0.80424,-0.98287,-1.17021,-0.20936,-0.34725,0.642939,0.750742,-1.60551,0.928638,0.095461,0.00255,-0.10212,-0.07471,0.376595,0.493224,-0.24644,-0.00599,0.021517,73,0
666,1.394702,-0.41256,0.154001,-1.73276,-0.53942,-0.35496,-0.55409,-0.03618,1.706191,-1.07238,-1.35703,0.187803,0.45102,-0.05619,2.167388,0.306602,-0.84087,0.642053,1.055621,-0.02609,-0.06974,-0.05624,-0.16497,-0.96438,0.500864,0.025813,0.033512,0.012055,0.05,0
666,1.154418,0.261619,0.423473,1.390167,-0.06998,-0.16303,0.143558,-0.07443,0.141121,-0.15612,-0.36697,1.05528,0.855111,-0.12881,-0.20232,-0.76947,0.208276,-1.09903,-0.37678,-0.11629,-0.08691,0.022647,-0.07925,0.109424,0.694028,-0.31614,0.045359,0.019013,13.99,0
666,-0.79427,0.971305,0.943319,-0.04372,-0.25874,-0.33304,0.564873,0.543874,-0.98024,-0.60555,1.401904,0.532701,-0.96436,1.056407,0.192323,0.086182,-0.01244,-0.54015,0.079965,-0.12822,-0.21407,-0.9743,0.426295,0.142414,-0.91175,-0.237,-0.03528,0.088817,64.63,0
666,-0.40229,0.51724,-0.16176,-0.96199,2.292411,3.732919,0.228197,0.865325,-0.15519,-0.45885,-0.64999,-0.07291,-0.24607,-0.0257,-0.28251,-0.07475,-0.47792,-0.07088,0.751102,0.021921,-0.14783,-0.45068,-0.07557,1.03069,-0.29573,0.159552,0.013624,0.131146,47.76,0
666,0.216344,0.663182,1.30352,0.169219,-0.40427,-0.51729,-0.03694,-0.83822,-0.52867,-0.17478,1.648466,1.114947,0.20215,0.479424,0.22642,0.456003,-0.55826,-0.10194,0.000758,-0.18493,0.552788,-0.96121,-0.01464,0.525962,0.750877,0.141543,0.045107,0.127321,3.58,0
667,-0.99509,0.700494,1.181877,-2.61302,-0.41234,-0.24947,-0.04064,0.526486,0.929158,-1.78647,-1.67327,-0.02618,0.364381,0.113707,1.797687,0.419466,-0.73614,0.827481,0.927559,0.112348,-0.01129,-0.02419,-0.37009,-0.97719,0.548307,0.024592,0.172594,0.059541,24.9,0
668,-1.87414,2.308861,0.13544,0.456606,0.163187,0.922957,-0.89619,-3.61415,0.028065,0.415208,-1.2826,-0.39115,-0.79437,0.668009,1.336649,-0.29051,0.210017,0.105746,0.284927,-0.79084,3.901001,-0.91066,0.362691,-0.85087,-0.10446,-0.24094,0.17057,-0.03465,3.1,0
668,-0.27462,0.705398,1.875761,0.301979,0.042834,-0.6205,0.63218,-0.16139,-0.62158,0.086474,1.480009,0.229829,-0.71383,0.376154,0.567902,0.018946,-0.39746,0.232483,0.925975,0.092533,-0.13257,-0.31548,0.010599,0.511855,-0.68161,0.061191,-0.06495,-0.08695,1.98,0
670,-1.16019,0.759387,1.43125,-0.31189,0.877679,-0.25995,1.900304,-1.35609,0.868256,1.763919,1.187341,-0.4015,-1.09849,-0.80974,-0.03767,0.078877,-1.59842,0.41538,-0.47678,-0.03521,-0.11317,0.383214,-0.43644,-0.01788,0.021083,-0.72268,-1.66803,-0.79419,57.7,0
670,-0.99879,0.637566,1.681311,-1.32068,-0.35761,-0.93581,0.369691,0.090111,0.106581,-0.28078,1.140913,-0.14459,-1.73287,0.407368,-0.00268,0.797638,-0.77393,0.257889,-0.44942,-0.15094,-0.01951,-0.17768,-0.07573,0.531209,-0.4867,0.670787,0.008567,0.147413,17.68,0
671,-0.25728,0.567976,1.887109,-0.25665,0.062695,-0.38815,1.145517,-0.63653,-1.6777,0.746723,0.329805,0.579989,1.701244,-0.52567,0.623533,-2.12656,-0.03438,0.006429,-1.17242,-0.2924,-0.77396,-1.43528,0.150954,0.310805,-0.43977,-0.95714,-0.3334,-0.37139,42.56,0
672,-1.61377,1.022517,2.168593,1.40502,-0.57741,0.997331,-0.16418,0.538851,1.13325,0.799311,0.640068,0.815979,-1.38983,-0.70859,-1.87066,-1.56356,0.970751,-0.57753,1.475794,0.275349,-0.42849,-0.41879,-0.06328,0.204512,-0.08854,-0.46709,-0.07326,-0.18695,7.95,0
672,1.238045,0.240101,0.171456,0.506075,-0.22112,-0.57654,-0.07847,0.010065,-0.08381,-0.08955,1.198328,0.390522,-0.59559,0.047098,0.505034,0.809498,-0.33198,0.402487,0.222604,-0.11163,-0.26754,-0.84359,0.085972,-0.0643,0.203968,0.100417,-0.03236,0.015396,0.89,0
672,-0.34767,0.532592,-0.08198,0.176925,2.407053,4.030194,0.619624,0.721852,-0.30659,0.135313,-0.53386,-0.23718,-0.23279,-0.06375,0.192413,-0.66472,-0.25636,0.224514,1.437347,0.541056,-0.11895,-0.13052,-0.05856,1.004381,0.148452,-0.26873,0.222647,-0.01632,94.86,0
672,1.232692,-0.53237,0.581276,-1.64032,-0.87759,-0.18929,-0.75822,0.219633,1.472512,-0.9292,1.404955,0.952897,-0.52239,0.368589,1.715264,-0.06993,-0.38482,0.422534,0.587555,-0.12513,0.072193,0.312139,-0.00727,-0.2744,0.231888,-0.02611,0.043128,0.007868,0.05,0
674,-0.71906,0.638954,0.686335,-0.02324,2.31789,3.871978,-0.3128,1.08978,-0.59693,-0.00614,-0.24288,-0.38449,0.109079,0.187565,1.823472,0.274346,-0.69773,0.936084,0.90655,0.450317,0.099422,0.204101,-0.29496,1.007274,0.525177,-0.08771,0.344846,0.149433,22,0
674,1.317181,-0.04119,0.031846,-0.37486,-0.18122,-0.37004,-0.15792,-0.02551,0.080691,-0.01328,0.705439,0.514791,-0.04944,0.424602,0.518342,0.702673,-0.8425,0.291987,0.673886,-0.04883,-0.11601,-0.35425,-0.0651,-0.44275,0.314053,0.99543,-0.08971,-0.01573,0.92,0
674,-1.1571,0.58068,1.609152,-2.52058,-0.75051,-0.0838,-0.24476,0.782296,0.695479,-1.64329,1.088714,0.73891,-0.60903,0.538485,1.345563,0.042929,-0.28009,0.607962,0.459493,0.013304,0.130641,0.344185,-0.2124,-0.28721,0.27933,-0.02733,0.18221,0.055354,24.9,0
676,-0.88368,1.108105,0.616161,-0.04266,-0.01136,-0.84486,0.614615,0.354251,-1.02266,-0.31939,1.094105,0.913941,0.26173,0.763569,-0.25212,0.175754,-0.39307,0.207546,0.287489,0.108941,0.150458,0.307372,-0.01633,0.363016,-0.24844,0.253435,0.201437,0.118364,39.05,0
677,-0.37103,0.163148,2.731392,0.731217,-0.3213,0.840124,0.275887,-0.39229,1.670333,0.315747,-1.44247,0.466374,0.595013,-2.02991,-1.41595,-1.07862,0.154961,-0.40124,1.463857,0.348638,-0.34309,0.115927,-0.32099,-0.02425,-0.10563,0.381022,-0.40036,-0.55961,32.14,0
677,1.428332,-0.5708,0.317915,-0.76893,-0.98785,-0.757,-0.64509,-0.08278,-0.52308,0.642937,-0.90047,-1.42711,-1.0718,0.072923,0.971753,1.444627,0.109989,-1.24398,0.826864,0.014221,-0.14348,-0.61021,0.077839,-0.20274,0.255719,-0.44313,-0.0003,0.015693,16.31,0
677,-0.548,0.147456,1.556055,0.323553,1.012778,-0.20645,0.512493,-0.32861,-0.32511,0.540843,0.691441,-0.18748,-0.50829,0.094551,0.885461,0.112433,-0.77039,0.57841,1.640883,0.249177,-0.23105,-0.47022,0.010507,-0.51903,-0.56955,0.136802,-0.38217,-0.24307,0.89,0
678,-0.44382,0.070782,2.038546,-1.51542,-0.1331,-0.33072,0.482787,-0.90415,-0.55808,1.220544,-0.37734,-0.72624,1.455672,-1.49982,0.816793,1.053926,-0.45913,-0.96774,0.706362,0.29302,0.240493,1.104593,-0.32498,-0.05166,-0.00464,-0.24918,-0.92211,-0.59948,15.8,0
679,-0.72273,-0.15106,1.923479,-1.3217,-0.40903,-0.94917,-0.47711,0.078313,1.099615,-1.09128,0.217931,0.183655,-0.47225,0.153087,2.703685,-0.95734,0.465748,-0.01125,1.202606,-0.06336,0.171733,0.643666,-0.11279,0.459768,-0.67329,0.013626,0.132681,0.123159,0.05,0
679,1.194812,-0.08816,0.487399,0.872865,-0.7125,-0.74922,-0.09864,-0.05647,0.691596,-0.15755,-0.91938,-0.32999,-1.55104,0.236921,-0.04296,-0.21003,0.120294,-0.52508,0.222014,-0.17983,-0.23806,-0.61817,0.014581,0.376852,0.395478,0.27241,-0.03568,0.01283,25.39,0
680,-1.66552,0.458386,1.753274,-2.20044,-1.0011,-0.86745,-0.17279,0.496169,1.072056,-1.56804,0.01186,0.292346,-0.5607,0.277295,2.038555,-0.34163,0.175392,-0.12762,-0.02666,-0.24354,0.084335,0.396368,0.130227,0.424356,0.271524,-0.05773,0.020553,0.003211,24.9,0
680,-0.66826,1.139969,0.835533,0.969317,-0.39759,-0.67719,0.763938,0.214023,-0.90571,-0.5251,-0.62834,0.153082,0.369521,0.61476,0.94644,-0.20023,-0.04135,0.147665,0.404617,0.080262,0.251068,0.517069,0.076731,0.399763,-0.1911,-0.33624,0.021891,0.108543,89.95,0
681,1.120872,0.142425,0.782354,1.517495,-0.45166,-0.17916,-0.09955,0.011572,0.422085,-0.17754,-0.26872,0.916821,0.287166,-0.18588,-0.28133,-0.81723,0.37396,-1.00796,-0.52361,-0.16731,-0.00413,0.292506,-0.0599,0.434357,0.636963,-0.26369,0.057531,0.023309,9.99,0
